report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
25022019,amazon,871045e12,b077ylq2r1,comfort,homecare,laundry,comfort pure fabric conditioner 166 wash 5l,26012019,4,comfort pure fabric conditioner,bargainhowever i dont think the consistency is the same as the shops onesmells niceagaindoesnt seem to last after ironing,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1wuuw1g06krr8refcmcrarpdrvwttlieutf8asinb077ylq2r1,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,2030ef1cd84b85ea1031805add51e7f3
25022019,amazon,871045e12,b07czgktyb,persil,homecare,laundry,persil powercaps non bio washing capsules 50 wash 1350g,26012019,5,great value,great value for money fantastic product lovely smell and easy to use washing tablets,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2utlmg7hut45mrefcmcrarpdrvwttlieutf8asinb07czgktyb,organic,child,,laundry,non bio washing capsules,non bio washing capsules,na,na,na,retailer core of the core,core of the core,true,1,22e890ec5476159436d084313e9a5e57
25022019,amazon,871045e12,b07bnkmtmh,persil,homecare,laundry,persil powercaps non bio washing capsules 38 wash 1026g,26012019,5,great value,great value for money fantastic product lovely smell and easy to use washing tablets,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2utlmg7hut45mrefcmcrarpdrvwttlieutf8asinb07bnkmtmh,organic,parent,,laundry,non bio washing capsules,non bio washing capsules,na,na,na,retailer core of the core,core of the core,true,1,b82eb8b83ce4f15859b4e33993296ff3
25022019,amazon,871045e12,b07ccnvlxy,persil,homecare,laundry,persil powercaps colour washing capsules 38 wash 1026g,26012019,5,great value,great value for money fantastic product lovely smell and easy to use washing tablets,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2utlmg7hut45mrefcmcrarpdrvwttlieutf8asinb07ccnvlxy,organic,child,,laundry,colour washing capsules,colour washing capsules,na,na,na,retailer core of the core,core of the core,true,1,64572ff009f33a58afa48497d4a6ec06
25022019,amazon,871045e12,b07bnmh6s8,persil,homecare,laundry,persil powercaps bio washing capsules 38 wash 1026g,26012019,5,great value,great value for money fantastic product lovely smell and easy to use washing tablets,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2utlmg7hut45mrefcmcrarpdrvwttlieutf8asinb07bnmh6s8,organic,child,,laundry,bio washing capsules,bio washing capsules,na,na,na,retailer core of the core,core of the core,true,1,5f3d2d4fc29bb72003bbaabb49914f26
25022019,amazon,871091e12,b0787nhp5d,simple,personal care,skin care,simple water boost skin quench sleeping cream 50ml,26012019,5,lovely gel moisturiser,i do like the simple brand products as i have sensitive skin and i need to be really careful with chemicals this simple face moisturiser moisturiser is fantastic it has very little smell it has a gel like consistency without the stickiness or gloopiness of some other products that are on the market the moisturiser applies well to the skin and sinks in quickly leaving my skin feeling refreshed and moisturised with no heaviness or stickiness i had no reaction to this moisturiser at all i have a combination skin and this moisturiser was ideal as it has no greasiness after a few hours of wearing i find that my skin feels totally normal there is no greasiness at all which i sometimes get with creamy moisturisers also i found that i could apply makeup easily within a short period of time as the moisturiser sunk into my skin easily i have light wrinkles and although the moisturiser can not perform miracles it did prevent my skin from drying over the day from the effects of heating or the sun i think that this is one of the best moisturisers that i have used it does the job with no side effects,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1rzicfwxjvwg0refcmcrarpdrvwttlieutf8asinb0787nhp5d,organic,parent,,skin care,face moisturisers,face moisturisers,na,na,na,nonretailer core of the core,core of the core,false,0,2a7e87cda722906be3609dc5e6749998
25022019,amazon,871091e12,b073qs4w7g,comfort,homecare,laundry,comfort ultra concentrated pure fabric conditioner 38 wash 570ml,26012019,5,value for money,havent tried this as its for hampers im making for christmas but im sure it will be as good as any other comfort product,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2y6kli1he0aferefcmcrarpdrvwttlieutf8asinb073qs4w7g,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,149b8d4924aa664c444a6f99dd8ce850
25022019,amazon,871045e12,b075gqbnnb,persil comfort,homecare,laundry,persil comfort new baby essential laundry kit 3 items,26012019,5,ready when needed,removes stains and keeps washing in great condition,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrdtswj40c21wfrefcmcrarpdrvwttlieutf8asinb075gqbnnb,organic,parent,,laundry,cotc non bio washing liquid,non bio washing liquid,na,na,na,retailer core of the core,core of the core,true,0,30faa29d2e68d5b1865e003fa3332bbc
25022019,amazon,871045e12,b075gqbnnb,persil comfort,homecare,laundry,persil comfort new baby essential laundry kit 3 items,26012019,5,exellent,cant beat the price smells clean love it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr35pgm4q33awxqrefcmcrarpdrvwttlieutf8asinb075gqbnnb,organic,parent,,laundry,cotc non bio washing liquid,non bio washing liquid,na,na,na,retailer core of the core,core of the core,true,0,2407ffbf60bf87776dc743e921cc565a
25022019,amazon,871045e12,b07cz66mj2,persil,homecare,laundry,persil powercaps bio washing capsules 50 wash 1350g,26012019,5,great value,great value for money fantastic product lovely smell and easy to use washing tablets,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2utlmg7hut45mrefcmcrarpdrvwttlieutf8asinb07cz66mj2,organic,child,,laundry,bio washing capsules,bio washing capsules,na,na,na,nonretailer core of the core,core of the core,true,1,af784b82a983c8e6665e438a01ca872b
25022019,amazon,871045e12,b077yk7glf,comfort,homecare,laundry,comfort sunshiny days fabric conditioner 166 wash 5l,26012019,5,great value,its what we usually use so getting this big carton was a no brainer it lasts months and is one of our 2 preferred products ideal for sensitive skin and if you do a fair bit of washing,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr28p0wsrujlqplrefcmcrarpdrvwttlieutf8asinb077yk7glf,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,1f296cecf6316e4ce7bfcc130b884083
25022019,amazon,871045e12,b077yk7glf,comfort,homecare,laundry,comfort sunshiny days fabric conditioner 166 wash 5l,26012019,4,comfort pure fabric conditioner,bargainhowever i dont think the consistency is the same as the shops onesmells niceagaindoesnt seem to last after ironing,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1wuuw1g06krr8refcmcrarpdrvwttlieutf8asinb077yk7glf,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,212e34c32533b54830530a7cdfde38d8
25022019,amazon,871716e12,b00cln9aog,domestos,homecare,household care,domestos 15 minute sink pipe unblocker 500ml,26012019,1,doesnt work,may as well just use plain water it would do the same job nothing,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2zrtq7ssaluftrefcmcrarpdrvwttlieutf8asinb00cln9aog,organic,child,,household care,sink pipe unblocker,sink pipe unblocker,na,na,na,nonretailer core of the core,core of the core,true,0,fbf566ad70f6ead837c451409df5fc05
25022019,amazon,501225e12,b00oq85n8q,tresemm,personal care,hair,tresemme moisture rich shampoo 900ml,26012019,5,perfect,decent price a lot cheaper than in store lasts ages too,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsrixet52egzc1qrefcmcrarpdrvwttlieutf8asinb00oq85n8q,organic,parent,,hair,women general cleanse shampoo,women general cleanse shampoo,na,na,na,retailer core of the core,core of the core,true,0,27569f7585288c30e4f1ccb7134e3fc1
25022019,amazon,501145e12,b00otrifpc,simple,personal care,skin care,simple kind to skin exfoliating facial wipes 25 wipes,26012019,1,awful dont buy,awful dont buy wipes are too thick like wet paper towels they are not the usual wipes my face is actually sore from using it,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1g2kvw8s30ajirefcmcrarpdrvwttlieutf8asinb00otrifpc,organic,parent,,skin care,wipes,wipes,na,na,na,retailer core of the core,core of the core,true,0,9a3fa9bebe322cb72bc5b79517c0f157
25022019,amazon,871256e12,b0731bx4sh,comfort,homecare,laundry,comfort intense fresh sky fabric conditioner 38 wash 570ml,26012019,5,value for money,havent tried this as its for hampers im making for christmas but im sure it will be as good as any other comfort product,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2y6kli1he0aferefcmcrarpdrvwttlieutf8asinb0731bx4sh,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,e01ae781e4a4bca0963fd1607584d0fd
25022019,amazon,871256e12,b073qrr4sc,comfort,homecare,laundry,comfort strawberry lily fabric conditioner 33 wash,26012019,5,smells devine,smells beautiful and well worth the money,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2cjm28pkzajg7refcmcrarpdrvwttlieutf8asinb073qrr4sc,organic,parent,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,370d4134642e596366d5fb0719617aed
25022019,amazon,871256e12,b0731c28t7,comfort,homecare,laundry,comfort creations cherryblossom sweetpea fabric conditioner 33 wash 116l,26012019,5,smells devine,smells beautiful and well worth the money,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2cjm28pkzajg7refcmcrarpdrvwttlieutf8asinb0731c28t7,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,nonretailer core of the core,core of the core,true,0,9031da5fb56db8481e13f79d72b13204
25022019,amazon,871256e12,b073qsdf1s,comfort,homecare,laundry,comfort honeysuckle sandalwood fabric conditioner 33 wash,26012019,5,smells devine,smells beautiful and well worth the money,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2cjm28pkzajg7refcmcrarpdrvwttlieutf8asinb073qsdf1s,organic,child,,laundry,cotc fabric conditioner,cotc fabric conditioner,na,na,na,retailer core of the core,core of the core,true,0,3c6dcb4ae4f903167a40892cd276d530
25022019,amazon,871811e12,b00p7pe82o,dove mencare,personal care,deodorants fragrances,dove mencare extra fresh antiperspirant deodorant aerosol 250ml,26012019,2,doesnt smell good,it doesnt smell good and doesnt last for a long time had to order another product,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr2j5r2vlsi7hn2refcmcrarpdrvwttlieutf8asinb00p7pe82o,organic,parent,,deodorants fragrances,male antiperspirant deodorant,male antiperspirant deodorant,na,na,na,retailer core of the core,core of the core,true,0,eca0424b0ab6d286f8556deee84ba957
26022019,amazonprimepantry,871045e12,b07cktflrf,persil,homecare,laundry,persil powercaps non bio washing capsules 50 wash 1350g,06022019,5,no hassle,easy just throw in drum and thats it no messy liquid spill washes well and non bio,0,unilever global,uk,,,httpwwwamazoncoukgpcustomerreviewsr1xgga6p01jkg4refcmcrarpdrvwttlieutf8asinb07cktflrf,organic,parent,,laundry,non bio washing capsules,non bio washing capsules,na,na,na,retailer core of the core,core of the core,true,0,cf565bd38db6ff07b545b33f84cb6e88
26022019,ocado,501145e12,23276011,simple,personal care,skin care,simple kind to skin eye makeup remover 125ml,20022019,1,stingy and drying,this product is anything but gentle it really stings my eyes and leaves the skin around my eyes dry and flaky awful product thats going to end up in the bin,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,eye makeup remover,eye makeup remover,na,na,na,nonretailer core of the core,core of the core,false,0,57892b7c3c065b3d6fdd5bb6815e4b8a
26022019,ocado,871091e12,412575011,simple,personal care,skin care,simple water boost hydrating booster 25ml,27012019,4,good product,i was given this product to review think its a very good booster my skin is lovely soft any dry flaky patches have disappeared,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,organic,parent,,skin care,face moisturisers,face moisturisers,na,na,na,nonretailer core of the core,core of the core,false,0,dab2ca8e1cbd6afa6011ad682a4a2401
26022019,boots,871256e12,6083218,vaseline,personal care,skin care,vaseline intensive care aloe soothe body lotion 400ml,27012019,4,fantastic soothing body lotion,this is my first time using vaseline intensive aloe body lotion and its brilliant leaves my skin soft and supple and has a very nice fresh scent that lingers on the skinvery good on dry skin thoroughly moisturisers and leaves no greasy patches i would definitely buy again and i would highly recommend this review was collected as part of a promotion,0,unilever global,uk,,,httpswwwsainsburyscoukshopgbgroceriesshower1263244simpleshowerrefreshingshowergel250mlreviews,syndicated,parent,,skin care,body lotion,body lotion,na,na,na,retailer core of the core,core of the core,false,0,de4acaa1e4d2d4be52127c53a6515c2c
